,code,expression,relation
843,W83,Aborto provocado ,ciap_to_ciap_title
844,W83,CID-10 O04,ciap_to_cid
846,W83,CID-10 O04,ciap_to_other_cids
848,W83,CID-10 Z30.3,ciap_to_other_cids
849,W83,CID-10 Z303,ciap_to_other_cids
850,P77,história de traumatismos mutilantes auto-infligidos,ciap_to_text
851,P77,CIAP-2 P77,ciap_to_ciap
852,P77,Suicídio/tentativa de suicídio,ciap_to_ciap_title
853,P77,CID-10 Z91.5,ciap_to_cid
854,P77,CID-10 Z915,ciap_to_cid
855,P77,CID-10 Z91.5,ciap_to_other_cids
856,P77,CID-10 Z915,ciap_to_other_cids
857,S14,queimadura de terceiro grau mínimo da mão,ciap_to_text
858,S14,CIAP-2 S14,ciap_to_ciap
859,S14,Queimadura/escaldão,ciap_to_ciap_title
860,S14,CID-10 T23.3,ciap_to_cid
861,S14,CID-10 T233,ciap_to_cid
862,S14,CID-10 T20,ciap_to_other_cids
864,S14,CID-10 T21,ciap_to_other_cids
866,S14,CID-10 T22,ciap_to_other_cids
868,S14,CID-10 T23,ciap_to_other_cids
870,S14,CID-10 T24,ciap_to_other_cids
872,S14,CID-10 T25,ciap_to_other_cids
874,S14,CID-10 T30,ciap_to_other_cids
876,S14,CID-10 T31,ciap_to_other_cids
878,S14,CID-10 T32,ciap_to_other_cids
880,N26,medo da existência de um câncer no sistema nervoso,ciap_to_text
881,N26,CIAP-2 N26,ciap_to_ciap
882,N26,Medo de câncer do sistema neurológico,ciap_to_ciap_title
883,N26,CID-10 Z71.1,ciap_to_cid
884,N26,CID-10 Z711,ciap_to_cid
885,N26,CID-10 Z71.1,ciap_to_other_cids
886,N26,CID-10 Z711,ciap_to_other_cids
887,T81,bócio multinodular não-tóxico,ciap_to_text
888,T81,CIAP-2 T81,ciap_to_ciap
889,T81,Bócio,ciap_to_ciap_title
890,T81,CID-10 E04.2,ciap_to_cid
891,T81,CID-10 E042,ciap_to_cid
892,T81,CID-10 E04,ciap_to_other_cids
894,K70,endocardite gonocócica,ciap_to_text
895,K70,CIAP-2 K70,ciap_to_ciap
896,K70,Doença infecciosa do aparelho circulatório,ciap_to_ciap_title
897,K70,CID-10 I39.8,ciap_to_cid
898,K70,CID-10 I398,ciap_to_cid
899,K70,CID-10 A39.5,ciap_to_other_cids
900,K70,CID-10 A395,ciap_to_other_cids
901,K70,CID-10 B33.2,ciap_to_other_cids
902,K70,CID-10 B332,ciap_to_other_cids
903,K70,CID-10 B37.6,ciap_to_other_cids
904,K70,CID-10 B376,ciap_to_other_cids
905,K70,CID-10 I30,ciap_to_other_cids
907,K70,CID-10 I32,ciap_to_other_cids
909,K70,CID-10 I33,ciap_to_other_cids
911,K70,CID-10 I38,ciap_to_other_cids
913,K70,CID-10 I39,ciap_to_other_cids
915,K70,CID-10 I40,ciap_to_other_cids
917,K70,CID-10 I41,ciap_to_other_cids
919,L88,artrite reumatóide,ciap_to_text
920,L88,CIAP-2 L88,ciap_to_ciap
921,L88,Artrite reumatóide,ciap_to_ciap_title
922,L88,CID-10 M06.9,ciap_to_cid
923,L88,CID-10 M069,ciap_to_cid
924,L88,CID-10 M05,ciap_to_other_cids
926,L88,CID-10 M06,ciap_to_other_cids
928,L88,CID-10 M08,ciap_to_other_cids
930,L88,CID-10 M45,ciap_to_other_cids
932,R99,obstrução pulmonar,ciap_to_text
935,R99,CID-10 J98.4,ciap_to_cid
936,R99,CID-10 J984,ciap_to_cid
995,W82,aborto espontâneo,ciap_to_text
996,W82,CIAP-2 W82,ciap_to_ciap
997,W82,Aborto espontâneo,ciap_to_ciap_title
998,W82,CID-10 O03,ciap_to_cid
1000,W82,CID-10 O02,ciap_to_other_cids
1002,W82,CID-10 O03,ciap_to_other_cids
1004,W82,CID-10 O05,ciap_to_other_cids
1006,W82,CID-10 O06,ciap_to_other_cids
1008,T82,gordura em excesso com IMC>=30,ciap_to_text
1009,T82,CIAP-2 T82,ciap_to_ciap
1010,T82,Obesidade,ciap_to_ciap_title
1011,T82,CID-10 E66.9,ciap_to_cid
1012,T82,CID-10 E669,ciap_to_cid
1013,T82,CID-10 E66,ciap_to_other_cids
1015,H99,hematoma não-traumático do pavilhão da orelha,ciap_to_text
1016,H99,CIAP-2 H99,ciap_to_ciap
1017,H99,Outra doença do ouvido/mastóide,ciap_to_ciap_title
1018,H99,CID-10 H61.1,ciap_to_cid
1019,H99,CID-10 H611,ciap_to_cid
1020,H99,CID-10 H61.0,ciap_to_other_cids
1021,H99,CID-10 H610,ciap_to_other_cids
1022,H99,CID-10 H61.1,ciap_to_other_cids
1023,H99,CID-10 H611,ciap_to_other_cids
1024,H99,CID-10 H61.3,ciap_to_other_cids
1025,H99,CID-10 H613,ciap_to_other_cids
1026,H99,CID-10 H61.8,ciap_to_other_cids
1027,H99,CID-10 H618,ciap_to_other_cids
1028,H99,CID-10 H61.9,ciap_to_other_cids
1029,H99,CID-10 H619,ciap_to_other_cids
1030,H99,CID-10 H73.8,ciap_to_other_cids
1031,H99,CID-10 H738,ciap_to_other_cids
1032,H99,CID-10 H73.9,ciap_to_other_cids
1033,H99,CID-10 H739,ciap_to_other_cids
1034,H99,CID-10 H74,ciap_to_other_cids
1036,H99,CID-10 H83.8,ciap_to_other_cids
1037,H99,CID-10 H838,ciap_to_other_cids
1038,H99,CID-10 H83.9,ciap_to_other_cids
1039,H99,CID-10 H839,ciap_to_other_cids
1040,H99,CID-10 H93.0,ciap_to_other_cids
1041,H99,CID-10 H930,ciap_to_other_cids
1042,H99,CID-10 H93.3,ciap_to_other_cids
1043,H99,CID-10 H933,ciap_to_other_cids
1044,H99,CID-10 H93.8,ciap_to_other_cids
1045,H99,CID-10 H938,ciap_to_other_cids
1046,H99,CID-10 H94,ciap_to_other_cids
1048,H99,CID-10 H93.9,ciap_to_other_cids
1049,H99,CID-10 H939,ciap_to_other_cids
1050,A89,"complicações devido a uma prótese, implante ou enxerto ortopédico interno",ciap_to_text
1051,A89,CIAP-2 A89,ciap_to_ciap
1052,A89,Efeito da prótese,ciap_to_ciap_title
1053,A89,CID-10 T84.4,ciap_to_cid
1054,A89,CID-10 T844,ciap_to_cid
1055,A89,CID-10 K91.4,ciap_to_other_cids
1056,A89,CID-10 K914,ciap_to_other_cids
1057,A89,CID-10 T82,ciap_to_other_cids
1059,A89,CID-10 T83,ciap_to_other_cids
1061,A89,CID-10 T84,ciap_to_other_cids
1063,A89,CID-10 T85,ciap_to_other_cids
1065,A89,CID-10 Z43,ciap_to_other_cids
1067,A89,CID-10 Z44,ciap_to_other_cids
1069,A89,CID-10 Z45,ciap_to_other_cids
1071,A89,CID-10 Z46.1,ciap_to_other_cids
1072,A89,CID-10 Z461,ciap_to_other_cids
1073,A89,CID-10 Z46.2,ciap_to_other_cids
1074,A89,CID-10 Z462,ciap_to_other_cids
1075,A89,CID-10 Z46.4,ciap_to_other_cids
1076,A89,CID-10 Z464,ciap_to_other_cids
1077,A89,CID-10 Z46.5,ciap_to_other_cids
1078,A89,CID-10 Z465,ciap_to_other_cids
1079,A89,CID-10 Z46.6,ciap_to_other_cids
1080,A89,CID-10 Z466,ciap_to_other_cids
1081,A89,CID-10 Z46.7,ciap_to_other_cids
1082,A89,CID-10 Z467,ciap_to_other_cids
1083,A89,CID-10 Z46.8,ciap_to_other_cids
1084,A89,CID-10 Z468,ciap_to_other_cids
1085,A89,CID-10 Z46.9,ciap_to_other_cids
1086,A89,CID-10 Z469,ciap_to_other_cids
1087,A89,CID-10 Z93,ciap_to_other_cids
1089,A89,CID-10 Z94,ciap_to_other_cids
1091,A89,CID-10 Z95,ciap_to_other_cids
1093,A89,CID-10 Z96,ciap_to_other_cids
1095,A89,CID-10 Z97,ciap_to_other_cids
1097,K73,anomalia congênita dos vasos cerebrais,ciap_to_text
1098,K73,CIAP-2 K73,ciap_to_ciap
1099,K73,Malformações congênitas do aparelho circulatório,ciap_to_ciap_title
1100,K73,CID-10 Q28.3,ciap_to_cid
1101,K73,CID-10 Q283,ciap_to_cid
1102,K73,CID-10 I42.4,ciap_to_other_cids
1103,K73,CID-10 I424,ciap_to_other_cids
1104,K73,CID-10 Q20,ciap_to_other_cids
1106,K73,CID-10 Q21,ciap_to_other_cids
1108,K73,CID-10 Q22,ciap_to_other_cids
1110,K73,CID-10 Q23,ciap_to_other_cids
1112,K73,CID-10 Q24,ciap_to_other_cids
1114,K73,CID-10 Q25,ciap_to_other_cids
1116,K73,CID-10 Q26,ciap_to_other_cids
1118,K73,CID-10 Q27,ciap_to_other_cids
1120,K73,CID-10 Q28,ciap_to_other_cids
1122,Y14,consulta a propósito de contracepção,ciap_to_text
1123,Y14,CIAP-2 Y14,ciap_to_ciap
1124,Y14,"Planejamento familiar, outros",ciap_to_ciap_title
1125,Y14,CID-10 Z30.0,ciap_to_cid
1126,Y14,CID-10 Z300,ciap_to_cid
1127,Y14,CID-10 Z30.0,ciap_to_other_cids
1128,Y14,CID-10 Z300,ciap_to_other_cids
1129,Y14,CID-10 Z30.8,ciap_to_other_cids
1130,Y14,CID-10 Z308,ciap_to_other_cids
1131,Y14,CID-10 Z30.9,ciap_to_other_cids
1132,Y14,CID-10 Z309,ciap_to_other_cids
1133,U01,mitalgia dolorosa,ciap_to_text
1134,U01,CIAP-2 U01,ciap_to_ciap
1135,U01,Disúria/micção dolorosa,ciap_to_ciap_title
1136,U01,CID-10 R30.9,ciap_to_cid
1137,U01,CID-10 R309,ciap_to_cid
1138,U01,CID-10 R30,ciap_to_other_cids
1140,U88,síndrome nefrítica rapidamente progressivo com glomerulonefrite proliferativa endocapilar,ciap_to_text
1141,U88,CIAP-2 U88,ciap_to_ciap
1142,U88,Glomerulonefrite/ sindrome nefrótica,ciap_to_ciap_title
1143,U88,CID-10 N01.4,ciap_to_cid
1144,U88,CID-10 N014,ciap_to_cid
1145,U88,CID-10 N00,ciap_to_other_cids
1147,U88,CID-10 N01,ciap_to_other_cids
1149,U88,CID-10 N03,ciap_to_other_cids
1151,U88,CID-10 N04,ciap_to_other_cids
1153,U88,CID-10 N05,ciap_to_other_cids
1155,U88,CID-10 N07,ciap_to_other_cids
1157,U88,CID-10 N08,ciap_to_other_cids
1159,U88,CID-10 N14,ciap_to_other_cids
1161,U88,CID-10 N15.0,ciap_to_other_cids
1162,U88,CID-10 N150,ciap_to_other_cids
1163,U88,CID-10 N15.8,ciap_to_other_cids
1164,U88,CID-10 N158,ciap_to_other_cids
1165,U88,CID-10 N16,ciap_to_other_cids
1167,D99,diarréia originária de uma hipersensibilidade alimentar,ciap_to_text
1170,D99,CID-10 K52.2,ciap_to_cid
1171,D99,CID-10 K522,ciap_to_cid
1264,S17,"escoriação, arranhão ou bolha dos órgãos genitais externos",ciap_to_text
1265,S17,CIAP-2 S17,ciap_to_ciap
1266,S17,Abrasão/arranhão/bolhas,ciap_to_ciap_title
1267,S17,CID-10 S30.8,ciap_to_cid
1268,S17,CID-10 S308,ciap_to_cid
1269,S17,CID-10 S00.0,ciap_to_other_cids
1270,S17,CID-10 S000,ciap_to_other_cids
1271,S17,CID-10 S00.7,ciap_to_other_cids
1272,S17,CID-10 S007,ciap_to_other_cids
1273,S17,CID-10 S00.8,ciap_to_other_cids
1274,S17,CID-10 S008,ciap_to_other_cids
1275,S17,CID-10 S00.9,ciap_to_other_cids
1276,S17,CID-10 S009,ciap_to_other_cids
1277,S17,CID-10 S10.1,ciap_to_other_cids
1278,S17,CID-10 S101,ciap_to_other_cids
1279,S17,CID-10 S10.7,ciap_to_other_cids
1280,S17,CID-10 S107,ciap_to_other_cids
1281,S17,CID-10 S10.8,ciap_to_other_cids
1282,S17,CID-10 S108,ciap_to_other_cids
1283,S17,CID-10 S10.9,ciap_to_other_cids
1284,S17,CID-10 S109,ciap_to_other_cids
1285,S17,CID-10 S20.1,ciap_to_other_cids
1286,S17,CID-10 S201,ciap_to_other_cids
1287,S17,CID-10 S20.3,ciap_to_other_cids
1288,S17,CID-10 S203,ciap_to_other_cids
1289,S17,CID-10 S20.4,ciap_to_other_cids
1290,S17,CID-10 S204,ciap_to_other_cids
1291,S17,CID-10 S20.7,ciap_to_other_cids
1292,S17,CID-10 S207,ciap_to_other_cids
1293,S17,CID-10 S20.8,ciap_to_other_cids
1294,S17,CID-10 S208,ciap_to_other_cids
1295,S17,CID-10 S30.7,ciap_to_other_cids
1296,S17,CID-10 S307,ciap_to_other_cids
1297,S17,CID-10 S30.8,ciap_to_other_cids
1298,S17,CID-10 S308,ciap_to_other_cids
1299,S17,CID-10 S30.9,ciap_to_other_cids
1300,S17,CID-10 S309,ciap_to_other_cids
1301,S17,CID-10 S40.7,ciap_to_other_cids
1302,S17,CID-10 S407,ciap_to_other_cids
1303,S17,CID-10 S40.8,ciap_to_other_cids
1304,S17,CID-10 S408,ciap_to_other_cids
1305,S17,CID-10 S50.7,ciap_to_other_cids
1306,S17,CID-10 S507,ciap_to_other_cids
1307,S17,CID-10 S50.8,ciap_to_other_cids
1308,S17,CID-10 S508,ciap_to_other_cids
1309,S17,CID-10 S60.7,ciap_to_other_cids
1310,S17,CID-10 S607,ciap_to_other_cids
1311,S17,CID-10 S60.8,ciap_to_other_cids
1312,S17,CID-10 S608,ciap_to_other_cids
1313,S17,CID-10 S70.7,ciap_to_other_cids
1314,S17,CID-10 S707,ciap_to_other_cids
1315,S17,CID-10 S70.8,ciap_to_other_cids
1316,S17,CID-10 S708,ciap_to_other_cids
1317,S17,CID-10 S80.7,ciap_to_other_cids
1318,S17,CID-10 S807,ciap_to_other_cids
1319,S17,CID-10 S80.8,ciap_to_other_cids
1320,S17,CID-10 S808,ciap_to_other_cids
1321,S17,CID-10 S90.7,ciap_to_other_cids
1322,S17,CID-10 S907,ciap_to_other_cids
1323,S17,CID-10 S90.8,ciap_to_other_cids
1324,S17,CID-10 S908,ciap_to_other_cids
1325,S17,CID-10 T09.0,ciap_to_other_cids
1326,S17,CID-10 T090,ciap_to_other_cids
1327,S17,CID-10 T11.0,ciap_to_other_cids
1328,S17,CID-10 T110,ciap_to_other_cids
1329,S17,CID-10 T13.0,ciap_to_other_cids
1330,S17,CID-10 T130,ciap_to_other_cids
1331,S17,CID-10 T14.0,ciap_to_other_cids
1332,S17,CID-10 T140,ciap_to_other_cids
1333,T99,gangrena da tireóide,ciap_to_text
1334,T99,CIAP-2 T99,ciap_to_ciap
1335,T99,Outras doenças endocrinológica/metabólica/nutricionais,ciap_to_ciap_title
1336,T99,CID-10 E07.8,ciap_to_cid
1337,T99,CID-10 E078,ciap_to_cid
1338,T99,CID-10 E06.1,ciap_to_other_cids
1339,T99,CID-10 E061,ciap_to_other_cids
1340,T99,CID-10 E06.2,ciap_to_other_cids
1341,T99,CID-10 E062,ciap_to_other_cids
1342,T99,CID-10 E06.3,ciap_to_other_cids
1343,T99,CID-10 E063,ciap_to_other_cids
1344,T99,CID-10 E06.4,ciap_to_other_cids
1345,T99,CID-10 E064,ciap_to_other_cids
1346,T99,CID-10 E06.5,ciap_to_other_cids
1347,T99,CID-10 E065,ciap_to_other_cids
1348,T99,CID-10 E06.9,ciap_to_other_cids
1349,T99,CID-10 E069,ciap_to_other_cids
1350,T99,CID-10 E07,ciap_to_other_cids
1352,T99,CID-10 E16.8,ciap_to_other_cids
1353,T99,CID-10 E168,ciap_to_other_cids
1354,T99,CID-10 E20,ciap_to_other_cids
1356,T99,CID-10 E21,ciap_to_other_cids
1358,T99,CID-10 E22,ciap_to_other_cids
1360,T99,CID-10 E23,ciap_to_other_cids
1362,T99,CID-10 E24,ciap_to_other_cids
1364,T99,CID-10 E25,ciap_to_other_cids
1366,T99,CID-10 E26,ciap_to_other_cids
1368,T99,CID-10 E27,ciap_to_other_cids
1370,T99,CID-10 E28,ciap_to_other_cids
1372,T99,CID-10 E29,ciap_to_other_cids
1374,T99,CID-10 E30,ciap_to_other_cids
1376,T99,CID-10 E31,ciap_to_other_cids
1378,T99,CID-10 E32,ciap_to_other_cids
1380,T99,CID-10 E34.0,ciap_to_other_cids
1381,T99,CID-10 E340,ciap_to_other_cids
1382,T99,CID-10 E34.1,ciap_to_other_cids
1383,T99,CID-10 E341,ciap_to_other_cids
1384,T99,CID-10 E34.2,ciap_to_other_cids
1385,T99,CID-10 E342,ciap_to_other_cids
1386,T99,CID-10 E34.4,ciap_to_other_cids
1387,T99,CID-10 E344,ciap_to_other_cids
1388,T99,CID-10 E34.5,ciap_to_other_cids
1389,T99,CID-10 E345,ciap_to_other_cids
1390,T99,CID-10 E34.8,ciap_to_other_cids
1391,T99,CID-10 E348,ciap_to_other_cids
1392,T99,CID-10 E34.9,ciap_to_other_cids
1393,T99,CID-10 E349,ciap_to_other_cids
1394,T99,CID-10 E35,ciap_to_other_cids
1396,T99,CID-10 E65,ciap_to_other_cids
1398,T99,CID-10 E67,ciap_to_other_cids
1400,T99,CID-10 E68,ciap_to_other_cids
1402,T99,CID-10 E70,ciap_to_other_cids
1404,T99,CID-10 E71,ciap_to_other_cids
1406,T99,CID-10 E72,ciap_to_other_cids
1408,T99,CID-10 E73,ciap_to_other_cids
1410,T99,CID-10 E74,ciap_to_other_cids
1412,T99,CID-10 E75,ciap_to_other_cids
1414,T99,CID-10 E76,ciap_to_other_cids
1416,T99,CID-10 E77,ciap_to_other_cids
1418,T99,CID-10 E79,ciap_to_other_cids
1420,T99,CID-10 E80,ciap_to_other_cids
1422,T99,CID-10 E83,ciap_to_other_cids
1424,T99,CID-10 E84,ciap_to_other_cids
1426,T99,CID-10 E85,ciap_to_other_cids
1428,T99,CID-10 E87,ciap_to_other_cids
1430,T99,CID-10 E88,ciap_to_other_cids
1432,T99,CID-10 E89,ciap_to_other_cids
1434,T99,CID-10 E90,ciap_to_other_cids
1436,T99,CID-10 M83,ciap_to_other_cids
1438,T99,CID-10 O90.5,ciap_to_other_cids
1439,T99,CID-10 O905,ciap_to_other_cids
1440,A89,complicações mecânicas de um estimulador de crescimento ósseo,ciap_to_text
1443,A89,CID-10 T84.3,ciap_to_cid
1444,A89,CID-10 T843,ciap_to_cid
1487,N81,lesão traumática do terceiro nervo,ciap_to_text
1488,N81,CIAP-2 N81,ciap_to_ciap
1489,N81,Outra lesão do sistema neurológico,ciap_to_ciap_title
1490,N81,CID-10 S04.2,ciap_to_cid
1491,N81,CID-10 S042,ciap_to_cid
1492,N81,CID-10 S04,ciap_to_other_cids
1494,N81,CID-10 S09.9,ciap_to_other_cids
1495,N81,CID-10 S099,ciap_to_other_cids
1496,N81,CID-10 S14,ciap_to_other_cids
1498,N81,CID-10 S24,ciap_to_other_cids
1500,N81,CID-10 S34,ciap_to_other_cids
1502,N81,CID-10 S44,ciap_to_other_cids
1504,N81,CID-10 S54,ciap_to_other_cids
1506,N81,CID-10 S64,ciap_to_other_cids
1508,N81,CID-10 S74,ciap_to_other_cids
1510,N81,CID-10 S84,ciap_to_other_cids
1512,N81,CID-10 S94,ciap_to_other_cids
1514,N81,CID-10 T06.0,ciap_to_other_cids
1515,N81,CID-10 T060,ciap_to_other_cids
1516,N81,CID-10 T06.1,ciap_to_other_cids
1517,N81,CID-10 T061,ciap_to_other_cids
1518,N81,CID-10 T06.2,ciap_to_other_cids
1519,N81,CID-10 T062,ciap_to_other_cids
1520,N81,CID-10 T09.3,ciap_to_other_cids
1521,N81,CID-10 T093,ciap_to_other_cids
1522,N81,CID-10 T09.4,ciap_to_other_cids
1523,N81,CID-10 T094,ciap_to_other_cids
1524,N81,CID-10 T11.3,ciap_to_other_cids
1525,N81,CID-10 T113,ciap_to_other_cids
1526,N81,CID-10 T13.3,ciap_to_other_cids
1527,N81,CID-10 T133,ciap_to_other_cids
1528,N81,CID-10 T14.4,ciap_to_other_cids
1529,N81,CID-10 T144,ciap_to_other_cids
1530,X75,X75,ciap_to_text
1531,X75,CIAP-2 X75,ciap_to_ciap
1532,B71,adenite inguinal,ciap_to_text
1535,B71,CID-10 I88.9,ciap_to_cid
1536,B71,CID-10 I889,ciap_to_cid
1539,X76,carcinoma mamário lobular infiltrado do quadrante superior-interno da mama,ciap_to_text
1540,X76,CIAP-2 X76,ciap_to_ciap
1541,X76,Câncer da mama feminina,ciap_to_ciap_title
1542,X76,CID-10 C50.2,ciap_to_cid
1543,X76,CID-10 C502,ciap_to_cid
1544,X76,CID-10 C50,ciap_to_other_cids
1546,N81,lesão traumática do oitavo nervo craniano,ciap_to_text
1549,N81,CID-10 S04.6,ciap_to_cid
1550,N81,CID-10 S046,ciap_to_cid
1589,R83,nasofaringite crônica,ciap_to_text
1590,R83,CIAP-2 R83,ciap_to_ciap
1591,R83,Outra infecção respiratória,ciap_to_ciap_title
1592,R83,CID-10 J31.1,ciap_to_cid
1593,R83,CID-10 J311,ciap_to_cid
1594,R83,CID-10 A36,ciap_to_other_cids
1596,R83,CID-10 B37.1,ciap_to_other_cids
1597,R83,CID-10 B371,ciap_to_other_cids
1598,R83,CID-10 B44,ciap_to_other_cids
1600,R83,CID-10 B58.3,ciap_to_other_cids
1601,R83,CID-10 B583,ciap_to_other_cids
1602,R83,CID-10 J05.1,ciap_to_other_cids
1603,R83,CID-10 J051,ciap_to_other_cids
1604,R83,CID-10 J31,ciap_to_other_cids
1606,R83,CID-10 J37,ciap_to_other_cids
1608,R83,CID-10 J85,ciap_to_other_cids
1610,R83,CID-10 J86,ciap_to_other_cids
1612,P19,má reação por alucinógenos,ciap_to_text
1613,P19,CIAP-2 P19,ciap_to_ciap
1614,P19,Abuso de drogas/ drogadição,ciap_to_ciap_title
1615,P19,CID-10 F16.0,ciap_to_cid
1616,P19,CID-10 F160,ciap_to_cid
1617,P19,CID-10 F11,ciap_to_other_cids
1619,P19,CID-10 F12,ciap_to_other_cids
1621,P19,CID-10 F13,ciap_to_other_cids
1623,P19,CID-10 F14,ciap_to_other_cids
1625,P19,CID-10 F15,ciap_to_other_cids
1627,P19,CID-10 F16,ciap_to_other_cids
1629,P19,CID-10 F18,ciap_to_other_cids
1631,P19,CID-10 F19,ciap_to_other_cids
1633,S88,eczema de ingestão,ciap_to_text
1634,S88,CIAP-2 S88,ciap_to_ciap
1635,S88,Dermatite de contato/alérgica,ciap_to_ciap_title
1636,S88,CID-10 L27.8,ciap_to_cid
1637,S88,CID-10 L278,ciap_to_cid
1638,S88,CID-10 L23,ciap_to_other_cids
1640,S88,CID-10 L24,ciap_to_other_cids
1642,S88,CID-10 L25,ciap_to_other_cids
1644,S88,CID-10 L27.2,ciap_to_other_cids
1645,S88,CID-10 L272,ciap_to_other_cids
1646,S88,CID-10 L27.8,ciap_to_other_cids
1647,S88,CID-10 L278,ciap_to_other_cids
1648,S88,CID-10 L27.9,ciap_to_other_cids
1649,S88,CID-10 L279,ciap_to_other_cids
1650,S88,CID-10 L30.0,ciap_to_other_cids
1651,S88,CID-10 L300,ciap_to_other_cids
1652,S88,CID-10 L30.3,ciap_to_other_cids
1653,S88,CID-10 L303,ciap_to_other_cids
1654,S88,CID-10 L30.4,ciap_to_other_cids
1655,S88,CID-10 L304,ciap_to_other_cids
1656,S88,CID-10 L30.8,ciap_to_other_cids
1657,S88,CID-10 L308,ciap_to_other_cids
1658,S88,CID-10 L30.9,ciap_to_other_cids
1659,S88,CID-10 L309,ciap_to_other_cids
1660,B99,doença dos órgãos hematopoiéticos,ciap_to_text
1661,B99,CIAP-2 B99,ciap_to_ciap
1662,B99,Outra doença do sangue/linfáticos/baço,ciap_to_ciap_title
1663,B99,CID-10 D75.9,ciap_to_cid
1664,B99,CID-10 D759,ciap_to_cid
1665,B99,CID-10 D73,ciap_to_other_cids
1667,B99,CID-10 D74,ciap_to_other_cids
1669,B99,CID-10 D75,ciap_to_other_cids
1671,B99,CID-10 D76,ciap_to_other_cids
1673,B99,CID-10 D77,ciap_to_other_cids
1675,B99,CID-10 D80,ciap_to_other_cids
1677,B99,CID-10 D81,ciap_to_other_cids
1679,B99,CID-10 D82,ciap_to_other_cids
1681,B99,CID-10 D83,ciap_to_other_cids
1683,B99,CID-10 D84,ciap_to_other_cids
1685,B99,CID-10 D86,ciap_to_other_cids
1687,B99,CID-10 D89,ciap_to_other_cids
1689,B99,CID-10 I89.1,ciap_to_other_cids
1690,B99,CID-10 I891,ciap_to_other_cids
1691,B99,CID-10 I89.8,ciap_to_other_cids
1692,B99,CID-10 I898,ciap_to_other_cids
1693,B99,CID-10 I89.9,ciap_to_other_cids
1694,B99,CID-10 I899,ciap_to_other_cids
1695,B99,CID-10 R70,ciap_to_other_cids
1697,B99,CID-10 R71,ciap_to_other_cids
1699,R99,afecção do enchedor de silo,ciap_to_text
1702,R99,CID-10 J68.8,ciap_to_cid
1703,R99,CID-10 J688,ciap_to_cid
1762,R89,agenesia brônquica congênita ,ciap_to_text
1765,R89,CID-10 Q32.4,ciap_to_cid
1766,R89,CID-10 Q324,ciap_to_cid
1777,A23,histórico familiar de má formação congênita,ciap_to_text
1778,A23,CIAP-2 A23,ciap_to_ciap
1779,A23,Fator de risco NE,ciap_to_ciap_title
1780,A23,CID-10 Z82.7,ciap_to_cid
1781,A23,CID-10 Z827,ciap_to_cid
1782,A23,CID-10 Z20,ciap_to_other_cids
1784,A23,CID-10 Z28,ciap_to_other_cids
1786,A23,CID-10 Z72.0,ciap_to_other_cids
1787,A23,CID-10 Z720,ciap_to_other_cids
1788,A23,CID-10 Z72.1,ciap_to_other_cids
1789,A23,CID-10 Z721,ciap_to_other_cids
1790,A23,CID-10 Z72.2,ciap_to_other_cids
1791,A23,CID-10 Z722,ciap_to_other_cids
1792,A23,CID-10 Z72.3,ciap_to_other_cids
1793,A23,CID-10 Z723,ciap_to_other_cids
1794,A23,CID-10 Z72.4,ciap_to_other_cids
1795,A23,CID-10 Z724,ciap_to_other_cids
1796,A23,CID-10 Z72.5,ciap_to_other_cids
1797,A23,CID-10 Z725,ciap_to_other_cids
1798,A23,CID-10 Z73.2,ciap_to_other_cids
1799,A23,CID-10 Z732,ciap_to_other_cids
1800,A23,CID-10 Z81,ciap_to_other_cids
1802,A23,CID-10 Z82.0,ciap_to_other_cids
1803,A23,CID-10 Z820,ciap_to_other_cids
1804,A23,CID-10 Z82.1,ciap_to_other_cids
1805,A23,CID-10 Z821,ciap_to_other_cids
1806,A23,CID-10 Z82.2,ciap_to_other_cids
1807,A23,CID-10 Z822,ciap_to_other_cids
1808,A23,CID-10 Z82.5,ciap_to_other_cids
1809,A23,CID-10 Z825,ciap_to_other_cids
1810,A23,CID-10 Z82.6,ciap_to_other_cids
1811,A23,CID-10 Z826,ciap_to_other_cids
1812,A23,CID-10 Z82.7,ciap_to_other_cids
1813,A23,CID-10 Z827,ciap_to_other_cids
1814,A23,CID-10 Z82.8,ciap_to_other_cids
1815,A23,CID-10 Z828,ciap_to_other_cids
1816,A23,CID-10 Z83,ciap_to_other_cids
1818,A23,CID-10 Z84,ciap_to_other_cids
1820,A23,CID-10 Z86.0,ciap_to_other_cids
1821,A23,CID-10 Z860,ciap_to_other_cids
1822,A23,CID-10 Z86.1,ciap_to_other_cids
1823,A23,CID-10 Z861,ciap_to_other_cids
1824,A23,CID-10 Z86.2,ciap_to_other_cids
1825,A23,CID-10 Z862,ciap_to_other_cids
1826,A23,CID-10 Z86.3,ciap_to_other_cids
1827,A23,CID-10 Z863,ciap_to_other_cids
1828,A23,CID-10 Z86.4,ciap_to_other_cids
1829,A23,CID-10 Z864,ciap_to_other_cids
1830,A23,CID-10 Z86.5,ciap_to_other_cids
1831,A23,CID-10 Z865,ciap_to_other_cids
1832,A23,CID-10 Z86.6,ciap_to_other_cids
1833,A23,CID-10 Z866,ciap_to_other_cids
1834,A23,CID-10 Z87,ciap_to_other_cids
1836,A23,CID-10 Z88,ciap_to_other_cids
1838,A23,CID-10 Z91.0,ciap_to_other_cids
1839,A23,CID-10 Z910,ciap_to_other_cids
