query,count
ALTERAÇÃO INTESTINAL,1
medo de doença mental,1
DEFICIÊNCIA AUDITIVA,1
estima,1
cronica,1
ordeolo,1
entalo,1
CRIANÇA ,1
dor tibial,1
doutor estou com febre há 3 dias,1
pelo ,1
pubalgia,1
trauma dedo,1
-34,1
F70,1
quero fazer exames de rotina,1
CONGESTÃO nasal,1
lactente inapetente,1
Câimbra,1
Risco de covid,1
luxação no joelho,1
fator de risco retinoblastoma,1
plaqueta,1
Dor em testículo,1
corrime,1
sequela de encefalite viral,1
res,1
x30,1
artrose interfalangiana,1
concentra,1
hipercalemia,1
dor ao tossir,1
triste pós-parto,1
"Mal estar, fadiga",1
Síndrome do intestino irritado ,1
laboratorio alterado,1
prepa,1
cerumen,1
dor musculo esqueletica,1
Arritmia,1
hipóxia,1
vegetarianismo,1
bulimia,1
Artrite juvenil,1
Dor de garganta,1
rim policístico,1
"hipotireodismo, dislpidemia",1
roxo,1
resultado de cco,1
CID G571 Meralgia parestésica,1
dor em região anal,1
Lúpus eritomatoso,1
HÁLITO,1
manchas vermelhas,1
verruga ,1
pensamentos auto extermínio,1
ardencia nos olhos,1
dor lombar com irradiação para membro inferior,1
sem queixas,1
sangramento nasal,1
bolha língua,1
brca,1
Sintomas urinários cid,1
PALADAR,1
lesão fungica de pele,1
febre reumática,1
Feverb,1
DISTURBIOS DA VOZ,1
Hematoquezia,1
dor costelas,1
alterações pele,1
INGESTA,1
deformidade articular,1
história pessoal de aborto,1
"Tumefação, massa ou tumoração localizadas de membro superior",1
ENDOVENOSO,1
n03,1
dificuldade de acesso ao tratamento,1
sinais e sintomas da unha,1
menopaus,1
demanda escolar,1
tontura ,1
intestino ressecado,1
Caxumba],1
dor retroorbitária,1
reação a medicação,1
Dor na nuca,1
eliminação intestinal ,1
y,1
psoríase,1
rastreamento retinopatia diabética,1
LACERAÇÃO VAGINAL,1
creatiina aumentada,1
fonoaudiologia,1
avaliação oftalmológica,1
Membros inferiores ,1
crises convulsivas,1
hormonais,1
maos,1
crânio,1
puerperal,1
HIPERTRIGLICERIDEMIA,1
baixa libido,1
musculo ,1
pais,1
cranissionostose,1
DOR NO DEDO DO PÉ,1
Aumento do apetite,1
profissional da saúde,1
queimaduras,1
choro excessivos,1
angina,1
Alergia respiratória,1
fratura metatarso,1
problema na unha,1
vertigem paroxística benigna,1
dor no polegar direit,1
j301,1
ulcera peptica,1
estômago,1
conflitos com a gestação,1
apneia obstrutiva do sono.,1
perd líquido aminiótico,1
TUMOR SEPTO NASAL,1
cuidado com a saude,1
w19,1
Adenoma colon,1
cisto tireoide,1
ABUSO DE SUBSTANCIA,1
deficiencai auditiva,1
ecoliose,1
contratura,1
recusa de tratamento,1
Corpo,1
adenoma suprarrenal,1
K69,1
analisar exame de radiografia de torax,1
HERNIA DE COLUNA,1
perda de força em membros inferiores,1
ferimento em perna,1
Monitoramento ,1
Dor de barriga ,1
desejo de emagrecer,1
disfunção eretil,1
problema em ATM,1
Craniossinostose,1
sintomas relacionados ao consumod e alimetnos,1
efeito após,1
tenossinovite infecciosa,1
sindrome down,1
CERATOSE SEBORREICA,1
pés ,1
região anal,1
Sifiles reagente,1
esteato hepatite ,1
alteração em ultrassonografia renal,1
preocupação com saude,1
Reação Vacinal,1
Doença neurológica não especifica ,1
trato urinario,1
h27,1
endoscopia digestiva,1
epicondilite medial,1
s83.0,1
s044,1
eletrocardiograma,1
j302,1
pólipo vesícula biliar,1
hiperemia na pele,1
expectativa por tratamento,1
Prevenção de gravidez,1
estenose aorta,1
insônia Está fazendo esteira Quer tentar outras formas,1
síndrome pós colecistectomia,1
pai agressor,1
uso de bengala,1
sangue urina,1
K25,1
risco para doenã,1
INFECÇÃO PELE,1
DESNUTRIÇÃO,1
Doença de refluxo gastroesofágico,1
fralda,1
polaciúria,1
retrolistese,1
problemas familiares,1
Educação em saúde/aconselhamento/dieta,1
sensação de ouvido tapado,1
esterelização,1
doença familiar,1
medo da morte,1
ALTERAÇÃO NA PRESSÃO,1
D79,1
sentir o corpo gelar,1
dor tornozel,1
problemas com o companheiro,1
leptospirose,1
tosseaaaafebre,1
pólipo c[olon,1
relatório atividades físicas,1
desconforto abd,1
pai doente,1
n29,1
ESPECIALISTA,1
Leite ,1
infeccao de urina,1
triste,1
risco aumentado para câncer,1
R21,1
desenvolvimento cerebral,1
prolactina,1
trauma pé,1
prostatite,1
alta inteligência,1
tendinite mão,1
problema familiar,1
psicologia,1
contusão dedo,1
Gonorreia,1
mama acessória,1
hiat,1
N84,1
descontrole emocional,1
dor muscular toracica,1
pele ressecadaa,1
diarreia por clostridium,1
a77,1
CERVICAL,1
rotin,1
peso aumentado],1
abscesso no gluteo,1
conestão nasal,1
dialise,1
Neurologia,1
CID K30 Dispepsia,1
CID K076 Transtornos da articulação temporomandibular,1
parestesias,1
T89,1
mentruação ,1
reação medicamentosa,1
Esclerose lateral,1
halux valgo,1
limpeza do penis,1
Aleitamento materno,1
ictericia neonatal fisioloic,1
ereção penis,1
- Fezes endurecidas,1
"teve um ""surto""",1
PRESSAO ARTERIAL,1
l16,1
espasmo na p[alpebra,1
DOR JOELHO,1
lesão anal,1
Cigarro,1
CID L700/3 Acne Vulgar/ Grave,1
coriza ,1
Quer fazer exames da rotina,1
frenulo labial anterior,1
Medo de doença cardiovascular,1
dificuldade de locomoção,1
Dormencia na perna,1
ardor na pele,1
DOR EM COSTELA,1
Dismenorreia ,1
alterações couro cabeludo,1
candidíase na pele,1
Renovar receitas,1
dor em braço,1
Carne esponjosa,1
tendinopatia do ombro,1
artrose mao,1
remoção de lesão de pele,1
Hordeolo,1
geno valgo,1
GESTAÇÃO NÃO EVOLUTIVA,1
supra-espinhal ,1
colecionismo,1
assimetria de membros,1
resultado de exames normais,1
perturbações psicológicas,1
hipoglicemia reacional,1
sinais e sintomas da face,1
D13,1
neoplasia cervical,1
ESCLARECIMENTO EM SAUDE,1
blefarocalase,1
Depressão Maior,1
inferiores,1
dor por trauam,1
Exercício físico,1
prótese de mama,1
Infeccao Pé diabético ,1
dificuldade em ganhar peso na criança,1
CRIANÇA,1
náusea gestação,1
CID D18 Hemangioma e linfangioma de qualquer localização,1
Olho vermelho,1
Triste ,1
HERPES LABIAL,1
estresses,1
implante subdermico,1
nódulo no fígado,1
substancia,1
poliglobulia,1
abuso de medicação,1
Fratura de bacia,1
hpb,1
história pessoal de aborto de primeiro trimester,1
deficiência de b12,1
sintomas inexplicados,1
resistência insulínica,1
Dorsalgia,1
FIBROMA MOLE,1
pré-termo,1
extrassístoles ventriculares ,1
otite de repetição\,1
T29,1
OMBRO,1
resultado de colonoscopia,1
Atraso na fala,1
cancer da mama,1
vegano,1
pedra na vesicula,1
nervo ulnar,1
CID R05,1
inchaço pes,1
tinea,1
Retirada de novo,1
polipo em reto,1
Falta consulta,1
trombose venosa superficial,1
cistos ovarianos,1
esôfago barret,1
H70,1
Sensibilidade,1
hiperatividade detrusor,1
Problema de audição ,1
Jato urinário fraco,1
neglig,1
plaquetopenia,1
A84,1
dor em pés,1
alteração utero,1
educação,1
dor escrotal,1
dor em nuca,1
bolha pele,1
"Febre, tosse a dispneia",1
espermograma,1
lesão na pele do pé,1
CID E038 Outros hipotireoidismos especificados,1
trauma cranio encefalico,1
exérese de lesão de pele,1
consulta de rotina,1
encaminhamento para otorrino,1
conflitos com a justiça,1
genita,1
xyz,1
j451,1
nódulo em couro cabeludo,1
acolia,1
COMPORTAMENTO SEXUAL DE RISCO,1
bolcio coloide,1
ureplasma,1
ferida em unha,1
vitima de violencia,1
ruptura traumática de tendão do músculo supraespinhal,1
B84,1
L03,1
medo de ter cancer,1
Exame da pele,1
Sinais e sintomas da pele,1
Puerperio ,1
ELEVAÇÃO GLICEMICA,1
"z01, z12, z20, z13",1
pressão na cabeça,1
Hipertensão,1
Dormencia,1
dor interfalagiana proximal,1
A50,1
hemoglobina alta,1
repuxo,1
Q30,1
menstruação aumentada,1
dependecia em pornografia,1
intoxicação por metais,1
suspeita de artrite reumatoide,1
alteração de colo de utero,1
cisto epidérmico,1
Ic ,1
covid-19,1
Triglicerídeos ,1
q21,1
sintoma respiratório,1
intolerancia a gluten,1
ivascistite,1
Congestão nasal ,1
fratura do femur,1
diu ,1
doença arterial periférica,1
Dor de Cabeça ,1
arbovirose,1
líquen simples crônico\,1
exame de vista,1
parede abdome,1
gay,1
renovação de pedido de exame,1
lesão em palato,1
adenoma de hipofise,1
 inflamação no Cóccix,1
cistite intersticia,1
abaulamento,1
vomito na gestação,1
pólipo intestino intestinal,1
fissura peniana,1
lavagem,1
depressão recorrente,1
Pterígeo,1
r101,1
gravidez indesejada,1
inflamação no pe,1
k07,1
aleitamento materno],1
filho usuário de cocaína,1
cardiopatia congênita,1
medicamento em uso,1
dor ventilatório-dependente,1
Deseja exames de rotina,1
liquen simples cronico,1
dor em pelve,1
m75,1
alteração da percepção,1
alteração gastroinstestinal,1
Anorexia,1
alergia bebe,1
H932,1
dor de barria,1
dor epigástrica,1
lesão genital,1
e790,1
Fukutsū,1
y9,1
palpita,1
jato urina,1
encaminhamento para psicologo,1
uso frequente medicamento sdfg asdf ds,1
inefccao trato urinario,1
HIPERATIVIDADE,1
estenose arota,1
Pontada anus,1
sintomas no ouvido,1
CISTO OVARIANO SIMPLES,1
gigantismo,1
Mental,1
olhos com secreção,1
nódulo rim,1
ruinheira,1
desvio de septo nasal,1
Dor trauma,1
edema nasal,1
dOR no peito cardiaca,1
w82,1
marital conflict,1
Skincare,1
encoprese,1
emse,1
gotajamento nasal,1
irritação pênis,1
diástase de reto abdominal,1
suspeita gestação,1
PICO HIPERTENSIVO,1
antitetânica,1
contato,1
dor na menstruação,1
DISFAGIA,1
zika,1
ciclotimia,1
iritação na pele,1
Choro,1
obstrução nasal],1
ARTROSE,1
cid entorse joelho,1
doença arterial oclusiva periférica,1
polipos intetsinais,1
herpangina,1
Dor no pé,1
resultado anormal exame físico,1
trombol,1
acompnhamneto cirurgico,1
tendinite aquiles,1
Dislipidemoa,1
w11,1
sinais boca,1
abuso medicamentos,1
paralisia cerebral,1
olho embaçado,1
cid  Entorses e distensões do tornozelo,1
FAMILIAR,1
Miocardite,1
Tinha,1
escotoma,1
dor abdominal flanco direito,1
curva de crescimento,1
prego,1
transstorno de déficit de atenc'~ao ,1
perda de estatura,1
cóccix,1
Síndrome do vaso vagal,1
n82,1
angústia,1
ebola,1
irritável,1
lesão cutânea do pé,1
fertilização,1
auto extermínio,1
medicina,1
sicca,1
exposição,1
refluxo gast,1
torção ,1
constipa,1
contipaçãp,1
problema de autoestim,1
Desemprego,1
neoplasia próstata comportamento incerto,1
risco imunodeficiência,1
alietamento,1
CID G431 Enxaqueca com aura [enxaqueca clássica],1
divagações,1
obsessões,1
doença de crohn,1
colelitíase,1
Crença de doença,1
Úlcera crónica da pele,1
dentes,1
Exame preventivo,1
refluxo gastro,1
genital,1
Amenorreia,1
SINTOMAS URINÁRIOS,1
odulo tireoide,1
vem para conhecer o serviço,1
convocação para consulta,1
pré concepção,1
impotenciaa,1
dúvida em saúde,1
riniti,1
CID F412 Transtorno misto ansioso e depressivo,1
canabidiol,1
Colostomia,1
Tdah,1
s98,1
sinais e sintomas ,1
dor em panturilha,1
P22,1
sensação de desconforto na garganta,1
desejo por demissão,1
engasgo com espinha de peixe,1
preocupação materna,1
motilidade,1
rinite infecciosa,1
dores na nuca,1
negligenci,1
Refluxo gastroesofágico ,1
Fome ,1
Bacteriuria assintomática ,1
paciente nao encontrado,1
falta de exercício físico,1
ESTRESSES POS TRAUMATICA,1
uso frequente medicamento sdfg asdf ds asdfassdf ,1
paraplegia,1
tromboflebite,1
dúvidas sobre gestação,1
dor após trauma,1
z950,1
condiloma vaginal,1
rachadura na pele,1
antecedente de aborto,1
mebros,1
linfedema mastectomia,1
dor nos rins,1
perda de consciencia,1
U71,1
alteração de linguagem,1
sintomas  dos olhos,1
lipoma,1
marido dcom vícios,1
bloqueio atrio ventricular,1
demanda do profissional,1
ANGINA INSTÁVEL,1
tendinopatia ombro,1
MENSTRUAÇÃO AUSENTE,1
Alteração da cor da pele,1
cardiaco,1
dor pés,1
trombose perianal,1
dástese,1
escapular,1
ovário,1
H57,1
dor no fundo do olho,1
pareste,1
dor de cabe;a,1
preocupação com a saúde,1
choque cardiogenico,1
nao cmoparece,1
hiperplasia prostatica benigna,1
B160,1
lavagem ouvido,1
acompanhamento de tratamento,1
pum,1
exame de rastreio,1
linfoma não hodgkin,1
doença celiaca,1
acidente moto,1
cardioinibitoria,1
EFEITO DA PRÓTESE,1
escape urinario,1
hiperbilirrubinemia prolongada,1
pain while defecating,1
sensibilidade em regiao anal,1
alteração de pressão,1
dermatite por estase venosa,1
ouvid,1
z001,1
paciente trouxe exames,1
trauma cotovelo,1
Uso de prep,1
sonda vesical,1
AUTISMO,1
MEDO DE ADOECER,1
Dificuldade de socialização ,1
preocupação com fígado,1
rotura de ligamento de joelho,1
dificuldade de ganho de peso,1
marido viciado,1
bloqueio ,1
problemas com parceiro,1
A60,1
solicitação de exame,1
exame de endoscopia,1
l99,1
extrassistoles ventriculares,1
coceira no ouvido,1
dispositivo intra uterino,1
EXAMES,1
bromcoespasmo,1
ingesta insuficiente de água,1
dor urinar,1
xerose cutanea,1
Z003 Exame do adolescente durante o crescimento na puberdade,1
"tosse, febre e coriza",1
término de relacionamento,1
EMAGRECIMENTO,1
família,1
HANSENÍASE,1
palpitaçãoi,1
CID Z975 Presença de dispositivo anticoncepcional intra-uterino [DIU],1
"febre, tosse e diarreia",1
l81,1
pés/,1
amnesia,1
fezes],1
dor inguinal,1
onicodistrofia,1
síndrome do ´vario policístico,1
crepitação no joelho,1
g44,1
baixo ganho de peso,1
ruptura de tendao supraespinhal,1
pedido de laudo,1
concussão,1
sintoma relacionado a alimentação,1
dOR coração,1
fratura perna,1
41,1
Dor na pá ,1
dispaurenia ,1
areia no olho,1
faringoami,1
disfunção temporomandibular,1
líquido aminiótico,1
problemas na escola,1
x23,1
Nicole Ribeiro da Silva,1
r86.8,1
edema na orelha,1
menopaua,1
excesso de tarefas,1
nauseas vomitos,1
ulcera maleolar,1
dor abdomen esqueda,1
Finalidade administrativa,1
olho de peixe,1
Pelo encravado,1
EDEMA ,1
CID R10.0,1
adenomade hipofisario,1
congnição,1
calculo urinario,1
pensamento,1
MENORRAGIA,1
Álcool,1
y1,1
gostaria de fazer o exame,1
pelo encravado,1
risco de suicidio,1
alteração fezes,1
Fala,1
rastreamento câncer de mama,1
dor em abdome inferior,1
disfunção temporo mandibular,1
Fadiga ,1
esclarecimento,1
Relação sexual desprotegido,1
j34,1
Stevens,1
Mudanças na pele,1
Batida,1
FEBRE SEM FOCO,1
peido,1
gestação gemelar,1
Problema com marido,1
fALA,1
Miopia,1
ciclo de vida,1
cisto em nervo ciático,1
Antibiotico,1
alergia ovo,1
dor joeho,1
CID E11 Diabetes mellitus não-insulino-dependente,1
terapia,1
lesão maleolar,1
melanose solar,1
dermatofito,1
conflitos no trabalho,1
cirurgia plástica nariz,1
Pés,1
dermatite estase,1
sindrome de prader,1
Batida face,1
compressão veia ilíaca,1
consulta acompanhamento de saude,1
cisto mucinoso],1
MICOSE,1
administrat,1
S99,1
Bauchwéi,1
z960,1
x45,1
Renal crônica ,1
ultraprocessados,1
"tosse, febre, dor de garganta",1
sem doenças,1
checkup,1
f02,1
risco para cancer de mama,1
 Presença de óculos e de lentes de contato,1
z292,1
dores em membros inferiores,1
lesão no prepúcio,1
tratamento de câncer de mama,1
Rinite,1
suspeita de avc,1
costipação,1
queimação estomgao,1
olfato,1
incomodo com a aparencia de uma parte do corpo,1
uso abusivo,1
Alergia na pele,1
adenoma hipófise,1
Pré-diabetes,1
hirsutismo,1
Preocupação com doença,1
otohematoma,1
síndrome de Cockett,1
atraso vacina,1
canelite,1
hipoestensia,1
citologia,1
rotura ligamento cruzado joelho,1
alteração em arcada dentária,1
fratura no tornozelo,1
uso frequente,1
a. basilaris occlusion,1
-401,1
"vertige,",1
busca,1
ultrassonografia de abdome total,1
assad,1
rastreamento mama,1
lesão ligamento tornozelo\,1
Orientação de úlcera de pressão,1
nódulo umbigo,1
hordelo,1
D17,1
leucoplasia corda vocal,1
tontura exercicio fisico,1
infecção de vias aéreas,1
y78,1
sinais e sintomas dor,1
abstinência maconha,1
estenose péptica,1
cifose,1
Exame dos olhos e da visão,1
bolinhas vermelhas na pele,1
transtorno de déficit de atenção e hiperatividade,1
alteração citologia,1
Distúrbios do metabolismo de lipoproteínas e outras lipidemias,1
stress,1
ânsia,1
CID R196 Halitose,1
problemas ao consumir lactose,1
dor na testa,1
sinais testículo,1
pre cirurgico,1
hipertensao gestacional,1
vicio em drogas,1
Dor perineal,1
mandibular,1
mordida de cachorro,1
CID N433 Hidrocele não especificada,1
problema de fase de vida,1
inapetência,1
infecto,1
P74,1
espuma urina,1
doença de Fabry,1
encaminhamento para ginecologista,1
medo doença,1
"Percebe uma piora na vontade de ficar mais quieta e reclusa. Percebe uma pequena piora.    Resultado de exames.    Preocupada com muita coisa:   1. INSS  2. Sem receber (sustentada pela mãe)   Esteve no HEAL (Hospital Espírita André Luiz), estava agitada e teve uma crise após consulta na Medicina do Trabalho após relatar sobre os  Pensamentos de morte: não é desejo fixo mais, tangencia os pensamentos. ",1
retardo cognitivo,1
mordedura animal/humana,1
ACNE,1
esqueciemento,1
dor costels,1
dor da ovulação,1
diastase ,1
Phyllodes ,1
alergia ,1
ferida em olho,1
risco quadril,1
papilar,1
trauma ,1
cardiovascular,1
auto cuidado,1
familiar doente,1
ruptura ligamentar,1
1,1
cid Entorses e distensões do tornozelo,1
S10,1
secura vaginal,1
dOR cardiovascular,1
tumor ovário,1
cisto em mama,1
hemorrida,1
tinitus,1
t05,1
65,1
Curativo sacras,1
valor elevado pressao,1
risco de infecção sexualmente transmissivel,1
sinais e sintomas dos dedos,1
mastite,1
k13,1
RINOSSINUSITE,1
excesso de trabalho,1
Procrastinar,1
VIDRO NO PÉ,1
hipercolesterolemia mista,1
Exames ,1
sinais e sintomas urinário,1
Compulsão alimentar,1
Gestante,1
carrapato mordedura,1
transtorno do espectro autista,1
metabo,1
lipossarcoma,1
veia pulsando na cabeça,1
diminuição do movimento dos braços,1
parkinson,1
Klinefelter,1
colite ,1
sangramento uterino anorma,1
"tosse, febre, dispneia, torsicolo",1
AVC ,1
malformação em dedos,1
Pré-dm,1
parurese,1
dor ao encostar,1
orientações,1
Ruptura traumática de ligamento(s) do punho e do carpo,1
Túnel do carpo,1
recidiva,1
C050,1
faciite,1
virus sincicial respiratório,1
"Paciente com febre, tosse, coriza, cefaleia",1
bebê,1
BASOCELULAR,1
desequilibrio,1
formigamento em mãos,1
lesão de alto grau em papanicolau,1
degeneração macular,1
ferida pós operatória,1
internação,1
deficit atencao,1
alteração de concentraçao,1
tremore,1
cronhn,1
orientação medica,1
magro,1
cerviclagia,1
Piolho ,1
CID M659 Sinovite e tenossinovite não especificadas,1
anafilática,1
circulatorio,1
arranhão,1
Stc,1
exame cardiologiso de rotina,1
BOCA,1
medo cancer prostata,1
irritação de pele,1
a23 alimentacao,1
fratura fibula,1
beurer,1
labirintite,1
dor ao ejacular,1
derrame pericardico,1
lkawasaki,1
problema com mulher,1
constrangimento,1
corisa,1
irregular,1
problema no casamento,1
L02,1
duvida medicamentosa,1
cefaleia ,1
sintomas anus,1
membro,1
verruga plantar,1
Tabagismo gestação ,1
Demencia frontotemporal,1
PSiquiatr,1
Concentração,1
diastase de reto abdominal,1
gripwe,1
penra,1
Esvaziamento vesical incompleto,1
hipertrofia mamária,1
N17,1
"hipertensão arterial sistemica,",1
lesao na boca,1
introspectiva,1
conhecer o sistema de saúde,1
dor pé ,1
f330,1
gazes,1
fratura do pé,1
compulsão laimentar,1
púbica,1
SÍNDROME DOS OVARIOS POLICISTICOS,1
operatario,1
Dor no peito ,1
calázio,1
60,1
X2,1
sintomas ,1
sintoma anal,1
trombose venosa sistema nervoso central,1
dor e inchaço em pés,1
Polifarmácia ,1
Desfralde,1
dúvidas de alimentação,1
ferida no pé,1
crise],1
cocaina,1
dor de baarriga,1
trauma em punho,1
cid dor abdominal,1
Alteração glicêmica ,1
paralisia de bel,1
dOR RESPIRAÇÃO,1
incotinencia urinaria,1
inseto,1
sinais e sintomas nos lábios,1
Hipófise ,1
visao turva,1
tosses,1
uso de protese para andar,1
mater,1
sintomas em anus,1
desejo de perder peso,1
Doença Celíaca ,1
Febril ,1
envenenamento,1
Eletrocardiograma,1
cisto renal congênito,1
congelamento de óvulos,1
"tosse, febre e falta de ar, dor de barriga, dor no pé",1
angiolipoma,1
fratura ttibia,1
nódulo na tireóide,1
tensao pre menstrual,1
complicação em sutura cirurgica,1
sentir-se doente,1
dúvidas de anticoncepcional,1
dificuldade em ganhar peso,1
estado mental alterado,1
Ferida ,1
GECA,1
micção,1
nódulo tiroide,1
femuropatelares,1
Hematuria,1
sintomas vulva,1
Ouvir Zumbidos,1
Sedentarismo,1
pigastralgia,1
obstrução urinária,1
Espinha,1
alto risco,1
dor nos pes,1
rinite vasomotora,1
lesão pele,1
recem nascido prematuro,1
esteato hepatite não,1
hidrosalpingite,1
aneurisma,1
Cálculos renais,1
retina,1
dm,1
neoplasias de benignidade ou malignidade desconhecida,1
Risco cardiovascular ,1
vulnerabilidade social,1
alteração na respiração,1
Resultado de exame,1
medo doença respiratória,1
sinais e sintomas do dedo,1
perda de libido,1
problema iniciado por outro prestador,1
Pré diabetes ,1
ulcera genital,1
fratura costela,1
sinais e sintomas da mama,1
hemograma alterado,1
DOR NA COXA,1
eflúvio telógeno,1
FERIDA EM COURO CABELUDO,1
cisto mamario,1
"falta de ar, fadiga",1
QUEDA da escada,1
taquicardia ,1
nodula,1
desenvolvimento infantil,1
sangramento pós menopausa,1
cid e78,1
medo ,1
dor torácica ,1
suplementação,1
sindrome de prader-willi,1
cervicl,1
adenoma hiófise,1
exames de rotina ,1
sangramento gengiva,1
CID QUEDA NO ESTADO GERAL,1
Anticoncepçaão,1
arnold,1
lingua ,1
pós cirurgico,1
dificudade para se alimentar,1
prurigo estrófulo,1
dor em aperto,1
Pre natal,1
torção,1
SONO,1
exame cardiovascular,1
divertículo esofago,1
craniana,1
p50,1
hemoglobina glicada,1
circulat,1
Medo de doença sexualmente transmissão,1
secreção em cirurgia,1
Psiquiatria,1
diastase de reto abdopminal,1
Desejo de prep ,1
hipertrofia de tonsila palatina,1
conflitos conjugais ,1
 neoplasia mama,1
hepatite não viral,1
senilidade,1
síndrome de may thurner,1
nevo melanocítico,1
Citopatologico,1
dor de cabeça ,1
ferritina aumentada,1
dor abdominal flanco,1
a94,1
alteração aumentada,1
Hérnia de hiato,1
OVARIO,1
incômodo no ombro,1
fratura de quadril,1
Lipídios ,1
alteração gastro intestinal,1
Dor braço,1
edema membros inferiores,1
sangramento excessivo,1
trauma superficial perna,1
cólica na criança,1
A45,1
s15,1
S87,1
Procedimento de pele,1
encaminhamento endocrino,1
Pessoa em situação de rua ,1
urinar,1
caroço pele,1
laborterapia,1
físico,1
ginecologista,1
coleta do papanicolau,1
Renovação de receita,1
ovário cistos,1
disforia gênero,1
sinusorragia,1
valva tricúspide,1
uso de cocaína,1
dor no ombro direito,1
NERVOS,1
sibilo,1
sintomas sem explicação,1
sensação de alteração da realidade,1
hor,1
solicitação exames,1
alto risco cardiovascular,1
produção de muco,1
medo de doença no rim,1
ANEURISMA,1
Dor na coluna,1
Aumento de pelos,1
p´res,1
GENITAL,1
lentidão,1
luto complicado,1
peso na face,1
Osteoartrose do quadril,1
ANUS,1
dor em costela,1
paralisia facial recorrente,1
colica gravida,1
tendao supraespinhal,1
otites repetição,1
acromega,1
metaplasia gástrica,1
Aumento apetite,1
S15,1
síndrome de down,1
transtorno global do desenvolvimento,1
z299,1
doença imunologica,1
suici,1
sangue após evacuação,1
hematoma ,1
Síndrome Antifosfolípide,1
perda urinaria,1
lesão no pé,1
conjutivite viral,1
mudança de estilo de vida,1
OBTENÇÃO DE ATESTADO,1
coceira axila,1
batedeira,1
Prescrição ,1
arterial periferi,1
altura,1
consulta em saude mental,1
Dermatotilexomania,1
controle de dx,1
repouso,1
ferida operatoria,1
Cefalei,1
espermatocele,1
dor coluna lombar e cervical,1
CID D440 Neoplasia de comportamento incerto ou desconhecido da glândula tireóide,1
abnn,1
ouvido dor,1
disartria,1
cutanea,1
nodulo hepatico,1
secura de pele,1
sindrome do intestino permeácel,1
CISTO,1
Pressão na cabeça ,1
infecção de ouvido,1
pelo,1
dor maxilar,1
impotência,1
farin,1
abn,1
anormal,1
L19,1
polineuropatia periférica,1
Hpv,1
resfriado ,1
P03,1
urgencia hipertensiva,1
ESTÔMAGO,1
dor em calcanhar,1
terçol no olho,1
Disartria ,1
corrimento anal,1
hasd,1
dor após cirurgia no fêmur,1
tossi,1
risco de fratrura,1
síndrome das pernas inquietas.,1
Violência ,1
diminuicão da libido,1
problemas nos olhos,1
conhecimento,1
coleta cco,1
alternativa,1
ansia,1
b01,1
cãimbra muscular,1
TESTICULO,1
suor noturno,1
prostação,1
remoção de cerume,1
eritema cutâneo,1
medo de cancer de prostata,1
transtorno mental,1
nódulo pulmão,1
apneia do,1
Bolhas ,1
medo de cander de mama,1
sensibiidade em regiao anal,1
dificuldade para ganhar peso,1
galactorreia masculina,1
agranulocitose,1
risco de infeçção,1
SOLUÇO,1
Doença renal crônica ,1
Pre natal ,1
presenca implante mama,1
Desenvolvimento infantil,1
achado incidental no fígado,1
ferida na vulva,1
ORTESE,1
comportamento agitado[,1
sinusit3,1
Gordura no fígado ,1
ASSADURA,1
artrite reum,1
sono alterado,1
do em pé,1
epistaxe ,1
L16,1
temperat,1
dor inspiratoria,1
expectativa,1
uso dee bengala,1
gotejamento pos nasal,1
vista escurece,1
alteração de pa,1
DOENÇA CRONICA,1
motivo iniciado pelo prestador,1
cor na urina,1
sialorreia,1
piúria,1
solicitações,1
complicação de prótese de quadril,1
foco,1
dor em epididimo,1
mudança nas fezes,1
entorse e distensão de tornozelo,1
cuidados com a pele,1
ferritina elevada,1
remedio ,1
assimetria de mamas,1
Teste rápido,1
lesão cutânea,1
lesão axila,1
violencia sexual,1
SUTURAS,1
condiloma,1
hipotireoidimos,1
PERDA DE LIBIDO,1
Mastalgia,1
w80,1
fratura pé,1
L11,1
deficit d eatenção,1
FASCEITE PLANTAR,1
disfunção menstrual,1
exame rotina,1
dor no mobro,1
Pé ,1
melanoma,1
rastreamento colo útero,1
cãibras,1
AMAMENTAÇÃO,1
atividade fisica se sente mal,1
duvidas,1
nodulos mama,1
CONSULTA AGENDADA POR PROFISSIONAL,1
Oioi,1
conjuntiivite,1
sintomas vaginais,1
Problema familiar,1
d05,1
reação a vacina[,1
desatenção,1
bacteria,1
CID N945 Dismenorréia secundária,1
sintomas anais,1
hiperplasia prostat,1
dor toracoabdominal,1
DUVIDAS SOBRE IST,1
DEFICIT DE ATENÇÃO,1
lesão na orelha,1
tendinite patela,1
exercicio fisico intenso,1
Exames check-up ,1
risco familiar,1
Hashimoto,1
Vômito,1
ganho peso,1
renovação de prescrição e saúde mental,1
Déficit de atenção ,1
urgencia para urinar,1
Dor no estomago,1
bartolinite,1
linfonodo aumentados,1
nao comparece,1
infação de pele,1
NEVOS/SINAIS DA PELE,1
dentária,1
varizes mmii,1
coc,1
vertinge,1
dor intestinal,1
ciso ,1
mama masculina,1
deficiencia de ferr,1
mudança de sexo,1
alteração escroto,1
diastase muscular,1
f32,1
desejo de check-up,1
adesao ao regime terapeutic,1
escorregar,1
sua,1
alteração de pressão arterial,1
dor no estomago,1
rash cutâneo,1
cisto mama,1
uso de droga,1
Transtorno não especificado da personalidade,1
lesão articular,1
diagnósticos,1
corrimento retal,1
pólipo colon,1
