,query,concluded,relevant_results
1086,dispaurenia ],False,
1087,p76,False,
1088,calombo,False,
1089,tea,False,
1090,pre natal,False,
1091,fungo,False,
1092,cansasso,False,
1093,mama volumosa,False,
1094,DOR EM BRAÇO,False,
1095,extrassístoles ventriculares frequentes,False,
1096,cálculo,False,
1097,problema de relacionamento,False,
1098,sistema urinario,False,
1099,investigar diagnóstico,False,
1100,qwerty,False,
1101,cinetose,False,
1102,dor abdominal flanco direito,False,
1103,risco de infeçção,False,
1104,sindrome de evans,False,
1105,MELANOMA,False,
1106,Refluxo gastro,False,
1107,pnuemonia comunidade,False,
1108,j301,False,
1109,sinéquia uterina,False,
1110,fratura fíbula,False,
1111,Esvaziamento vesical incompleto,False,
1112,sintomas nas pernas,False,
1113,controle de dx,False,
1114,Relação sexual sem preservativo,False,
1115,dermatite de contato,False,
1116,atraso na altura,False,
1117,Craniossinostose,False,
1118,Cisto Epidérmico,False,
1119,H,False,
1120,r065,False,
1121,Citopatol,False,
1122,pesadelo,False,
1123,transtorno bipolar,False,
1124,pensamento suicida,False,
1125,dedão do pe,False,
1126,alteração em ultrassonografia ,False,
1127,resfriado,False,
1128,dentes,False,
1129,Fala,False,
1130,CID M54 Dorsalgia,False,
1131,OBTENÇÃO DE ATESTADO,False,
1132,GENITAL,False,
1133,artrose interfalangiana,False,
1134,azia,False,
1135,lesão no prepúcio,False,
1136,orientações,False,
1137,agulhamento,False,
1138,Barriga,False,
1139,diabetes,False,
1140,sintoma respiratório,False,
1141,neuropatia do ramo sensitivo medial do halux esquerdo.,False,
1142,Náusea ,False,
1143,Medo ,False,
1144,Dor no peito ,False,
1145,Esclerose lateral,False,
1146,percepção de doença,False,
1147,A9,False,
1148,sintoma ocular,False,
1149,CID B07 Verrugas de origem viral,False,
1150,inferior,False,
1151,adenoma hiófise,False,
1152,Rim,False,
1153,concentra,False,
1154,aumento de peso,False,
1155,bronocespasmo,False,
1156,dependência emocional,False,
1157,DOR NO DEDO DO PÉ,False,
1158,Hordéolo e calázio,False,
1159,problema de fase de vida,False,
1160,preocupação excessiva com saude,False,
1161,infeccao via aerea,False,
1162,sofrimento mental,False,
1163,k76,False,
1164,monitoramento de tratamento,False,
1165,RASTREAMENTO MAMA,False,
1166,deficiente fisico,False,
1167,imunodeficiência,False,
1168,aftas,False,
1169,esqueciemento,False,
1170,f61,False,
1171,escuta ,False,
1172,sedentaris,False,
1173,avaliação genetica,False,
1174,A88,False,
1175,ulcera,False,
1176,colelitiase,False,
1177,Resultado de exame,False,
1178,diarrea,False,
1179,a50,False,
1180,efeito colateral de medicamento,False,
1181,sintomas gestação,False,
1182,DESGASTE DISCO VERTEBRAL,False,
1183,doenças sexual,False,
1184,temperatura,False,
1185,Dor abdominal,False,
1186,dispositivo intra uterino,False,
1187,Saúde,False,
1188,cancer da mama,False,
1189,Barriga inchada,False,
1190,inchaço,False,
1191,mancha,False,
1192,Bariátrica  ,False,
1193,hospitalização,False,
1194,episodio depressivo grave,False,
1195,G473 Apnéia de sono,False,
1196,Ptiríase,False,
1197,glicose,False,
1198,Relatorio ,False,
1199,sangramento nasal,False,
1200,resultado de exame anormaol,False,
1201,COTOVELO,False,
1202,depressão,False,
1203,lesoes pele,False,
1204,dor em punho\,False,
1205,PRÉ DIABETES,False,
1206,encaminhjamentop para cirurgiao,False,
1207,tabagismo,False,
1208,eritema ocular,False,
1209,cifose,False,
1210,sangramentos vaginais,False,
1211,medo apendicite,False,
1212,alteração da pele,False,
1213,condromalacia,False,
1214,imunidade baixa,False,
1215,hidradenite,False,
1216,Diabetes,False,
1217,Nictúria,False,
1218,insuficiencia cardicaca,False,
1219,fratura metatarso,False,
1220,alta,False,
1221,término de relacionamento,False,
1222,exposição,False,
1223,descolamento de retina,False,
1224,excisão de lesão da pele,False,
1225,delirium,False,
1226,SINTOMAS DOS OLHOS,False,
1227,prurido vulva,False,
1228,"Hérnia inguinal unilateral ou não especificada, sem obstrução ou gangrena",False,
1229,edema mmii,False,
1230,eritema cutâneo,False,
1231,tendinite patela,False,
1232,atividade,False,
1233,1,False,
1234,irritação pênis,False,
1235,dor de barria,False,
1236,dor tipo cólica,False,
1237,aumento de evacuação,False,
1238,coluna,False,
1239,cisto pilonidal,False,
1240,dermatite da palpebra,False,
1241,DESNUTRIÇÃO,False,
1242,abuso benzodiazepinico,False,
1243,estômago,False,
1244,nódulo tiroide,False,
1245,anomalia detectada em exame por imagem do fígado,False,
1246,febre e tosse,False,
1247,bolha hemorrágica língua,False,
1248,tabaco,False,
1249,punho,False,
1250,Erecao,False,
1251,lesões vulva,False,
1252,jkl;,False,
1253,cuidados com a pele,False,
1254,agenesia braço,False,
1255,sem doença,False,
1256,dor atribuida ao coração,False,
1257,Garganta,False,
1258,Aumento da glicemia,False,
1259,Pólipo na vesícula,False,
1260,medo de doença sexual,False,
1261,VOMITO,False,
1262,torcicolo congenito,False,
1263,Problema não especificado relacionado com o grupo primário de suporte,False,
1264,feet,False,
1265,dentição,False,
1266,mastalgia masculina,False,
1267,medo de dst,False,
1268,depressão pós-parto,False,
1269,ESCLARECIMENTO EM SAUDE,False,
1270,dor inespecífica,False,
1271,alteração fala,False,
1272,dores nas costas,False,
1273,queda da propria altura,False,
1274,mentais,False,
1275,constipação,False,
1276,efluvio,False,
1277,dificuldade para ganhar peso,False,
1278,D29,False,
1279,sinais no penis,False,
1280,paladar na boca,False,
1281,Sequela paralisia infantil,False,
1282,perna sem repouso,False,
1283,sol,False,
1284,alternativa,False,
1285,65,False,
1286,rosacea,False,
1287,sinais e sintomas nos pés,False,
1288,hiperbilirrubinemia prolongada,False,
1289,nefro,False,
1290,cancer de prostata,False,
1291,ferida superficial,False,
1292,eczema,False,
1293,soluço,False,
1294,Neuroma de Morton,False,
1295,fezes,False,
1296,miséria,False,
1297,dor pós exercício,False,
1298,física,False,
1299,bhcg negativo,False,
1300,D18,False,
1301,Sensibilidade,False,
1302,Especialista,False,
1303,QUESTÃO DE APRENDIZAGEM,False,
1304, neoplasia mama,False,
1305,lapso de memoria,False,
1306,prematuridade,False,
1307,excesso de trabalho,False,
1308,trauma queda,False,
1309,u05,False,
1310,A98aa,False,
1311,parestesia facial,False,
1312,glúteo,False,
1313,líquen crônico,False,
1314,"hipotireodismo, dislpidemia",False,
1315,vomitos,False,
1316,Educação em saúde/aconselhamento/dieta,False,
1317,Nefrectomia ,False,
1318,ganglios,False,
1319,hor,False,
1320,atraso no desenvolvimento ósseo,False,
1321,ictericia neonatal prolongada,False,
1322,seborréia,False,
1323,APNEIA DO SONO,False,
1324,CAIBRA,False,
1325,especialsita,False,
1326,labios,False,
1327,cisto epidérmico,False,
1328,afastamento,False,
1329,amamentacao,False,
1330,dor de barriga e diarreia,False,
1331,xyz,False,
1332,a46,False,
1333,membros inferiores,False,
1334,Dor perineal,False,
1335,infecçã de pele,False,
1336,dor pés,False,
1337,bulying,False,
1338,pós operatório,False,
1339,dormência nas mãos,False,
1340,- ADMINI,False,
1341,glicemia,False,
1342,"tosse, febre e falta de ar",False,
1343,bigeminismo,False,
1344,micobacteria,False,
1345,pólipo cólon,False,
1346,receita psiquiátrica,False,
1347,renovação de prescrição,False,
1348,intestino irritavel,False,
1349,do torácica ,False,
1350,P01,False,
1351,lesão no pé,False,
1352,reação,False,
1353,vasomotores,False,
1354,cid nodulação testiculo,False,
1355,neoplasias de benignidade ou malignidade desconhecida,False,
1356,A98,False,
1357,r74,False,
1358,lesao em dedo,False,
1359,exame ginecologic,False,
1360,Triglicerídeos ,False,
1361,ASma,False,
1362,a23,False,
1363,artrose de coluna,False,
1364,hipermobilidade,False,
1365,alteração de pressão arterial,False,
1366,rim,False,
1367,sifilis seecundária,False,
1368,dores toracicas,False,
1369,irritação,False,
1370,alteração de cor de pele,False,
1371,triglicerideos altos,False,
1372,náusea,False,
1373,s02,False,
1374,nodulo ,False,
1375,Muscular,False,
1376,papanicolau alterado,False,
1377,seios,False,
1378,Síndrome do intestino irritado ,False,
1379,bebê,False,
1380,miliaria,False,
1381,perda de estatura,False,
1382,K25,False,
1383,u29,False,
1384,Prurido vaginal,False,
1385,artrose de ombro,False,
1386,Outros hipotireoidismos especificados,False,
1387,ruptura do baço por malária de  Plasmodium vivax,False,
1388,QUEDA,False,
1389,microalbuminúria,False,
1390,sensação de depressão,False,
1391,lesão ombro,False,
1392,L87,False,
1393,metab,False,
1394,Cálculo renal,False,
1395,esteatose hepatica,False,
1396,verruga genital,False,
1397,conjutivite viral,False,
1398,RECEITA,False,
1399,Ruptura traumática do ligamento do dedo nas articulações metacarpofalangianas e interfalangianas,False,
1400,climaterio,False,
1401,preve,False,
1402,hiperprolactinemia,False,
1403,úlcera péptica,False,
1404,endoscopia,False,
1405,Dormencia,False,
1406,ttosse,False,
1407,L66 - alopecia cicatricial (perda de cabelos ou pêlos cicatricial),False,
1408,ALTERAÇÃO MARCHA,False,
1409,dermatofitose,False,
1410,Renovação de receita,False,
1411,estomatite,False,
1412,broncoespasmo,False,
1413,espasmo no olho,False,
1414,Oculos,False,
1415,Checkup,False,
1416,CARDIOPATIA,False,
1417,nodulo de pele,False,
1418,enxaqueca,False,
1419,lavagem ouvido,False,
1420,transsexualidade,False,
1421,s96,False,
1422,risco cirurgico,False,
1423,pobreza,False,
1424,fALTA DE AR,False,
1425,respiração ofegante,False,
1426,DOR VENTILATORIO DEPENDENTE,False,
1427,trauma na face,False,
1428,Relatorio medico,False,
1429,NERVO,False,
1430,Stc,False,
1431,ostomia,False,
1432,pós cirurgia bariatrica,False,
1433,cansaço mental,False,
1434,neoplasia benigna de mamas,False,
1435,t05,False,
1436,d04,False,
1437,aliment,False,
1438,h29,False,
1439,medo doença cardíaca,False,
1440,demanda escolar,False,
1441,P22,False,
1442,Giardiase,False,
1443,pólipo c[olon,False,
1444,ciclo de vida,False,
1445,transtorno alimentar,False,
1446,schmorl,False,
1447,distorcao na visao,False,
1448,sangue nas fezes,False,
1449,coleta preventivo,False,
1450,genital,False,
1451,polipo vesicula,False,
1452,prostatite,False,
1453,episiotomia,False,
1454,sensação de desconforto na garganta,False,
1455,nervoso,False,
1456,aumento de ferro no sangue,False,
1457,foliculite em couro cabeludo,False,
1458,l29,False,
1459,estiramento,False,
1460,sinais e sintomas no pé,False,
1461,contusão peito,False,
1462,xixi nas calcas,False,
1463,Desidratação,False,
1464,- Miopia e Astigmatismo,False,
1465,distratibilidade,False,
1466, pedidos de exames,False,
1467,suici,False,
1468,protese mamaria,False,
1469,dor na relação sexuak,False,
1470,sintomas vulva,False,
1471,inchaço dos gânglios cervicais,False,
1472,consulta de rotina,False,
1473,tremor,False,
1474,preferencia,False,
1475,cerviclagia,False,
1476,alucinação auditiva,False,
1477,Transtornos da articulação temporomandibular ,False,
1478,diagnósticos,False,
1479,hepatite medicamentosa,False,
1480,Crohn ,False,
1481,INCONTINENCIA URINARIA,False,
1482,lesões em face,False,
1483,mordedura animal/humana,False,
1484,sintomas no olho,False,
1485,a77 coronavirus,False,
1486,coceita,False,
1487,Doraaa,False,
1488,nodulação,False,
1489,Cuidado,False,
1490,dor em pés,False,
1491,dor em mão,False,
1492,ALTERAÇÃO DE PRESSÃO,False,
1493,cisto ovariano complexo,False,
1494,desejo engravidar,False,
1495,dor ao respirar,False,
1496,ciclotimia,False,
1497,pé torto congênito,False,
1498,Pré-diabética ,False,
1499,hipertrofia endometrial,False,
1500,adulto,False,
1501,urina alteraa,False,
1502,tosse seca,False,
1503,fissura anal,False,
1504,cardiopatia congenita,False,
1505,Cancer colo,False,
1506,K29,False,
1507,mordedura de cachorro,False,
1508,prurido e alteração de textura da pele,False,
1509,Malformação congênita do nariz,False,
1510,prostata,False,
1511,dor abdominal localizada,False,
1512,dor glutea,False,
1513,distonia,False,
1514,gato,False,
1515,Resultados de análise,False,
1516,Fadiga,False,
1517,Episódios depressivos,False,
1518,aborto espontâeno,False,
1519,pressão na cabeça,False,
1520,vegetariano,False,
1521,Transexualismo,False,
1522,uretro,False,
1523,presença de banda gástrica,False,
1524,corrimento,False,
1525,nodulo renal,False,
1526,sinais e sintomas dos pés,False,
1527,Dor de barriga e cefaleia,False,
1528,A54,False,
1529,insuficiencia cardiaca,False,
1530,vertige,False,
1531,pos parto,False,
1532,síndrome das pernas inquietas.,False,
1533,calcaneo,False,
1534,dor margarida,False,
1535,albuminuria,False,
1536,baixa visão,False,
1537,d21.9,False,
1538,nódulo no fígado,False,
1539,MEDO CANCER GINECOLOGICO,False,
1540,sinais e sintomas da costela,False,
1541,nodulo no punho,False,
1542,Graves,False,
1543,hepatite,False,
1544,lesaõ me pele,False,
1545,cardioatia congênita,False,
1546,fibroadenoma,False,
1547,sono alterado,False,
1548,FORMIGAMENTO,False,
1549,z29,False,
1550,dedos,False,
1551,diastase de reto abdopminal,False,
1552,doença vacular cerebral,False,
1553,Não entende o que escuta,False,
1554,esteatose,False,
1555,trombocitose essencial,False,
1556,cisto rim,False,
1557,secreção nasal,False,
1558,Sinusite,False,
1559,Dmg,False,
1560,ANUS,False,
1561,dor em hipogastro,False,
1562,mal estar,False,
1563,Túnel do carpo,False,
1564,hipoestensia,False,
1565,brca,False,
1566,escapula,False,
1567,prurido anal,False,
1568,mancha no rosto,False,
1569,terapia ocupacional,False,
1570,demissão,False,
1571,Icc ,False,
1572,BRONCOPATIA,False,
1573,PALADAR,False,
1574,calor,False,
1575,septo,False,
1576,genero,False,
1577,33,False,
1578,paraplegia,False,
1579,teste rapido,False,
1580,desejo de medicamento,False,
1581,"tosse ,e febre",False,
1582,dores pélvicas,False,
1583,perineo,False,
1584,CRADICARDIA,False,
1585,k30,False,
1586,tuberculose,False,
1587,medo de doença endocrino,False,
1588,polipo uterino,False,
1589,perda auditiva neurossensorial,False,
1590,Dermatologista,False,
1591,e78,False,
1592,puerpéri,False,
1593,pus,False,
1594,Z003 Exame do adolescente durante o crescimento na puberdade,False,
1595,pés,False,
1596,personalidade,False,
1597,ic,False,
1598,remoção de cerume,False,
1599,fezes branca,False,
1600,Hematuria,False,
1601,busca,False,
1602,"dor no pé, ansiedade",False,
1603,Citologia,False,
1604,dor escrotal,False,
1605,T89,False,
1606,transtorno de defict de atenção,False,
1607,bebe,False,
1608,dor mama,False,
1609,pressão baixa,False,
1610,fisio,False,
1611,olho de peixe,False,
1612,melancolina,False,
1613,ponto,False,
1614,Peyronie,False,
1615,antecedente familiar,False,
1616,gripe,False,
1617,crepitação no joelho,False,
1618,"L819 Transtorno da pigmentação, não especificado",False,
1619,DOr no peito,False,
1620,hipervitaminose,False,
1621,obstipação recém nascido,False,
1622,internação hospitalar,False,
1623,conjugal,False,
1624,INGESTA,False,
1625,erupção dentária,False,
1626,g-6-pd,False,
1627,"tosse, febre e coriza há 2 dias",False,
1628,hidrosalpingite,False,
1629,esporao calcaneo,False,
1630,aneurisma de artéria carótida,False,
1631,Testosterona suplemento,False,
1632,ptose palpebral,False,
1633,micose superficial,False,
1634,bolhas,False,
1635,marido dependente de drogas,False,
1636,"tosse, febre, dispneia, torsicolo",False,
1637,tvp,False,
1638,intertrigo,False,
1639,genetica,False,
1640,agitação,False,
1641,alergia a medicamento,False,
1642,dor na pern,False,
1643,desconforto respiratorio,False,
1644,refração,False,
1645,-52,False,
1646,irritação nos olhos,False,
